,SalesID,SalesPersonID,CustomerID,ProductID,Quantity,Discount,TotalPrice,SalesDate,TransactionNumber
6105311,6105312,3,12823,310,4,0.2,0.0,2018-01-23 20:00:41.580,CJNQLTQRS7IFECMK41MC
2113425,2113426,4,90588,249,23,0.0,0.0,2018-01-23 20:38:05.580,Q0T3Z27ELMTF2Q7X2560
5105435,5105436,2,43495,222,12,0.0,0.0,2018-01-24 02:12:58.740,N3IIILMH1KDSIX5VBYUB
1579502,1579503,1,94746,158,24,0.0,0.0,2018-01-24 03:29:33.250,IYGMG6U6GLLH6VBT7SUT
6274583,6274584,8,54879,407,14,0.0,0.0,2018-01-24 05:13:06.190,MQHCX9LYXIAVM3BQEZI5
5544388,5544389,22,89645,163,23,0.0,0.0,2018-01-24 05:46:01.010,LZ03T0ZM2MATCSTVF4IC
720615,720616,2,68728,68,18,0.0,0.0,2018-01-24 08:38:55.620,2JHEZ47L26TLM1TMJIVP
937139,937140,7,26416,337,7,0.2,0.0,2018-01-24 09:22:34.990,W20OGLYNAE3K31IFMG2J
2100095,2100096,5,21329,113,6,0.0,0.0,2018-01-24 15:05:21.510,LFEIQ8648NWRSDCRU9I2
2834222,2834223,14,25321,117,7,0.0,0.0,2018-01-24 20:07:35.860,CWN12MBVZ592AQFFC9Y6
3812188,3812189,6,40017,69,11,0.0,0.0,2018-01-24 20:41:11.790,DB612UA4X0TKTY7SZYZF
2050516,2050517,4,68538,2,18,0.0,0.0,2018-01-25 07:19:48.710,74GUZOKRL2H3FOBKWTOU
3774574,3774575,1,87185,310,23,0.0,0.0,2018-01-25 08:20:13.820,A3C9ZDJTKUXTQ2EMXVX6
99896,99897,13,61921,101,16,0.0,0.0,2018-01-25 08:38:13.960,0G1KD6V9AO03K3YDZ3ZT
72048,72049,22,39562,52,11,0.0,0.0,2018-01-25 15:21:03.210,P5MMWYP8VDBBN5VXES9S
1236505,1236506,12,43648,383,12,0.0,0.0,2018-01-25 18:04:53.060,P6GUD53RY7WT2WV3HOPH
2558798,2558799,1,54556,146,14,0.0,0.0,2018-01-25 18:56:10.140,XJFR6DH4YH5YBFPGJZGR
2098514,2098515,20,50426,10,13,0.0,0.0,2018-01-25 20:33:10.780,NAC9YLCS8L4C62AGF4IP
6435223,6435224,5,83403,361,22,0.0,0.0,2018-01-25 21:44:58.520,HWG8OIIHLVVGMP2YGTRB
4382429,4382430,9,8761,84,3,0.1,0.0,2018-01-25 21:57:10.550,BYUXVGK5ZGBOQGTT6G3N
5459049,5459050,17,58478,178,15,0.0,0.0,2018-01-26 00:34:33.920,OBWZQDTSHANG9ESQZG08
5712914,5712915,22,94272,431,24,0.0,0.0,2018-01-26 02:51:28.310,WLSVL8TCT3YUSDIX2HD8
4219938,4219939,14,29861,389,8,0.2,0.0,2018-01-26 05:11:27.480,I91WC54B8PDPP9JSOSHN
6239949,6239950,2,72985,105,19,0.0,0.0,2018-01-26 06:43:59.170,MK5ESPKKFK1G2G3YZ6UH
5756475,5756476,8,32190,382,9,0.0,0.0,2018-01-26 09:07:30.840,WYUQ8LGTCBZ0RSWROFIE
4841150,4841151,12,68375,5,18,0.0,0.0,2018-01-26 11:11:09.140,JS8Q4P38DXRLSG57U7PR
216887,216888,5,37340,296,10,0.0,0.0,2018-01-26 14:54:25.310,YJ3XWQA8BXAR9KNZENNY
5145674,5145675,19,69197,19,18,0.0,0.0,2018-01-26 16:31:38.560,B7BEUBIOKO51H29NCEB6
2219933,2219934,22,38882,259,10,0.0,0.0,2018-01-26 23:16:47.300,DESDY1M9E357XRN5AEHT
438701,438702,13,97333,60,25,0.0,0.0,2018-01-27 04:07:25.350,X7DGDJDZKDEF6I3JYK4P
6728141,6728142,16,57955,444,15,0.0,0.0,2018-01-27 04:49:14.670,1BMYSUJFH0NMXXP3G76Q
3391614,3391615,2,6605,36,2,0.1,0.0,2018-01-27 13:49:52.530,SRS3AXDL65KSI105O6NM
2481090,2481091,23,31926,155,9,0.2,0.0,2018-01-27 13:54:30.180,140RM2VS0V8FXVA8SAND
3945810,3945811,3,78710,163,20,0.0,0.0,2018-01-27 15:10:51.180,KZF6HWFJFKQ58UNFLYQW
1519357,1519358,9,70998,349,18,0.0,0.0,2018-01-28 02:45:33.400,PJWHATWY1KWX3DQIYNL5
1998701,1998702,19,28406,230,8,0.0,0.0,2018-01-28 05:38:57.890,LQA30QAWV43BXIJX54O6
6546563,6546564,13,18749,84,5,0.0,0.0,2018-01-28 06:12:32.840,HC19E9R7PGNLBYF7WOWA
2767,2768,21,85007,130,22,0.0,0.0,2018-01-28 11:37:07.360,LGW8C14UQHC05VNGU5FL
4464934,4464935,20,647,350,1,0.0,0.0,2018-01-28 11:39:57.510,6NE5D8SHCECQ4ZOGH4G1
2681437,2681438,1,50308,98,13,0.0,0.0,2018-01-28 12:30:02.410,F15EMMY7IEO00X5R9XN7
3792816,3792817,11,85800,432,22,0.0,0.0,2018-01-28 12:50:37.070,X556ERBGV8A37ZVQSKRA
4369016,4369017,2,85646,267,22,0.0,0.0,2018-01-28 13:18:48.330,IMSRJ1YQEHI8VES78GZC
1590587,1590588,16,49101,344,13,0.0,0.0,2018-01-28 15:45:47.690,1YSQ2E0UPYDC1BXBIQUP
2670984,2670985,18,19718,384,5,0.0,0.0,2018-01-28 19:25:13.390,MCGBM76QF1486QDOC29S
4589249,4589250,9,92486,145,24,0.0,0.0,2018-01-28 19:50:18.270,T1CFCNBSSKV8WMZTDE7F
1288898,1288899,17,9216,59,3,0.0,0.0,2018-01-28 20:10:00.780,8S2LDX00W0EB16Y9PQQA
5201238,5201239,17,33027,122,9,0.0,0.0,2018-01-28 21:10:58.810,WXD5S7Z2MKHR2GZ45A07
2944023,2944024,13,21166,89,6,0.0,0.0,2018-01-28 23:19:07.000,88VHHNZNIEM69DJ2T0TO
4878287,4878288,16,2680,23,1,0.0,0.0,2018-01-29 00:20:52.250,BCNMTA9WP9S0ZVFW8T9I
1627852,1627853,18,72977,330,19,0.0,0.0,2018-01-29 02:56:46.110,87JZOWKHRTJ6YBIH27F2
1670561,1670562,19,1305,146,1,0.0,0.0,2018-01-29 06:18:54.600,3KWS4Z0MJ6GC8RNLYDAN
5453114,5453115,12,23545,172,6,0.0,0.0,2018-01-29 10:07:09.270,MIPXE6MPL9WQQVCQRS64
2022612,2022613,23,82902,58,21,0.0,0.0,2018-01-29 12:06:48.560,OVWPE7QPEUQ9FHN0PJ9O
4615983,4615984,11,51100,43,13,0.0,0.0,2018-01-29 14:09:27.570,H0MRJDLDEC02G70S5RU4
5429098,5429099,3,32423,286,9,0.0,0.0,2018-01-29 15:27:13.110,KIP5F9T814O3P07VQOXN
3156061,3156062,1,75916,163,20,0.0,0.0,2018-01-29 15:42:29.230,QGUP84HEYCQ4X8C73FQC
485548,485549,5,51542,11,14,0.0,0.0,2018-01-29 15:54:35.200,DE67CQFURTC3ED498VXY
4614451,4614452,19,9946,236,3,0.0,0.0,2018-01-29 17:41:50.630,J8BYZCYY7J05JVLHNZFF
4463654,4463655,17,14640,136,4,0.0,0.0,2018-01-29 19:17:22.290,XTY80AZ5LRIA1C5VQ187
495902,495903,13,60800,98,16,0.0,0.0,2018-01-29 19:19:34.120,R70AS2Q22BU8MBO1YJ7N
4120899,4120900,9,76366,393,20,0.0,0.0,2018-01-29 21:31:18.110,JEW0ZJINIMSZA1RHRSBG
606004,606005,19,63269,172,17,0.0,0.0,2018-01-29 22:28:51.240,O5KGFFJPHFUUJDK9K64U
991247,991248,16,92178,137,24,0.0,0.0,2018-01-29 23:32:16.650,P9PTE398NUCKJUAM19H8
1589642,1589643,18,59808,380,16,0.0,0.0,2018-01-30 00:53:51.740,0W24CPWXZGZ5FDEP77F5
2849938,2849939,5,82066,135,21,0.0,0.0,2018-01-30 01:49:15.540,Z8B6R5RW4QU3V8DYWOR7
4565884,4565885,2,68889,55,18,0.1,0.0,2018-01-30 02:56:45.510,VITQY7ZI7U4LJ3IHVZBE
6389585,6389586,6,57212,269,15,0.0,0.0,2018-01-30 06:02:04.220,X7KL21K7MI3ICPJPGFZQ
734479,734480,4,36958,310,10,0.0,0.0,2018-01-30 06:56:16.760,AJ58HXQBM9FITKDKJQHW
1964525,1964526,5,35257,50,9,0.0,0.0,2018-01-30 08:04:39.430,UVR423BJUU6U15LQ1FBP
6527051,6527052,7,63448,95,17,0.0,0.0,2018-01-30 10:44:52.790,YXEGUCLD0RZOE2WBU13R
4012944,4012945,15,54451,423,14,0.0,0.0,2018-01-30 11:05:09.120,1YJQS9SVN2ZFJFJQCS66
1495689,1495690,12,14702,273,4,0.0,0.0,2018-01-30 13:55:45.590,7ZECVNPGCAYZO0UFNIIU
2368332,2368333,19,39084,361,10,0.0,0.0,2018-01-30 14:24:36.920,C1392C2N9GC7TMWRYDZ8
1284239,1284240,6,59637,282,16,0.0,0.0,2018-01-30 18:39:24.950,IP5K3WHSOJLG7DYMPXX6
4986774,4986775,15,84554,82,22,0.0,0.0,2018-01-30 23:36:18.470,FU4PLTWSS5HFEXJM3DLO
1800094,1800095,1,50099,120,13,0.0,0.0,2018-01-31 00:28:59.490,2CJ4IGQI97NYLRL2ZMZC
5854842,5854843,21,10655,434,3,0.0,0.0,2018-01-31 04:03:14.780,GTPROQBGLGC1T2PUAJDD
6338207,6338208,10,22581,217,6,0.0,0.0,2018-01-31 05:04:51.010,H2T3GI161VLXUNVTQTA6
4279764,4279765,17,23926,254,7,0.0,0.0,2018-01-31 10:29:21.090,CK83KC4ORC0UO54D6T74
3784862,3784863,16,70408,361,18,0.0,0.0,2018-01-31 12:33:14.230,83D20YCP8S3WPNYQ61QQ
6179873,6179874,3,76254,119,20,0.0,0.0,2018-01-31 14:15:45.210,H81B6SME5CCYAB6IH49L
4071160,4071161,6,90077,181,23,0.0,0.0,2018-01-31 18:33:39.240,4H71Y6GTUTLV9XISCKYW
745065,745066,20,53094,35,14,0.0,0.0,2018-01-31 18:34:19.460,7JYASP9CAB8O9FVF5WDR
3256428,3256429,23,91901,392,24,0.0,0.0,2018-01-31 19:11:01.750,8PABMMVAYZPVRGZH9ABR
3526541,3526542,15,88413,361,23,0.2,0.0,2018-01-31 22:15:33.100,9XV5BR47R4VPP48UQU4G
4722823,4722824,17,14299,370,4,0.0,0.0,2018-01-31 23:56:00.570,SMKMBO2ONQSEEOPLZLZE
1014596,1014597,1,91346,129,24,0.0,0.0,2018-02-01 00:29:55.160,4RVIPVW3E33R86E8WYVF
4601870,4601871,3,63588,200,17,0.0,0.0,2018-02-01 08:11:54.800,OWZRK19N3J5YZ9H6RS7B
5487702,5487703,16,37993,437,10,0.0,0.0,2018-02-01 10:20:16.130,V7Z2DW8KHI5H2AJ1EDC5
3342527,3342528,3,75630,344,20,0.1,0.0,2018-02-01 10:53:59.330,PQDM33YUS6BDSL8A2VCT
3838299,3838300,5,72330,20,19,0.0,0.0,2018-02-01 15:52:59.270,J1AYCCPT6RNKW2B0MC48
4931494,4931495,12,22830,136,6,0.0,0.0,2018-02-01 19:46:20.600,16O7CGO1AE22DN5Z09LZ
230006,230007,22,45180,116,12,0.0,0.0,2018-02-01 23:31:13.250,GGSJNWLUYNE87V0SXYI1
5554163,5554164,7,45858,344,12,0.0,0.0,2018-02-02 00:34:34.370,X93R7YG9XZWZES1LBVT6
3579989,3579990,16,86934,309,23,0.1,0.0,2018-02-02 01:28:39.730,4PVQWVU66X2W59DMW75Z
5340922,5340923,15,60757,265,16,0.0,0.0,2018-02-02 01:37:06.400,XLPOGCHPJFZXOAEZ77E5
1895648,1895649,5,89887,443,23,0.0,0.0,2018-02-02 06:38:57.370,KLJK3IB6WVMGGGCE91X2
1760780,1760781,17,5186,261,2,0.1,0.0,2018-02-02 08:58:13.200,2P8S2F2OH1Q7M5C9GB0R
1973663,1973664,1,96363,180,25,0.0,0.0,2018-02-02 09:57:40.220,6UN938NGTUWBIF5T182W
2642337,2642338,2,85621,30,22,0.0,0.0,2018-02-02 12:00:41.050,12D8J59PIE4OGEPDN1JC
1244095,1244096,22,83713,327,22,0.1,0.0,2018-02-02 13:26:11.540,GKECZG3CTTQRBNRT1J0Q
4057203,4057204,11,69069,18,18,0.0,0.0,2018-02-02 14:50:14.760,1IP8OLF1MIRAS98JW2N9
4839876,4839877,18,10563,294,3,0.1,0.0,2018-02-02 14:52:34.930,2115LMKXA585FDJBRH8L
2810963,2810964,19,14019,62,4,0.0,0.0,2018-02-02 17:48:05.390,LAXKA6ASSVFSUST39VBO
6589270,6589271,4,1819,152,1,0.0,0.0,2018-02-02 23:37:29.300,4J5YXSIEOK8VC6U7JCIS
6301486,6301487,16,51239,119,13,0.0,0.0,2018-02-03 03:26:50.050,DSM10W8G309ALXFFWURA
804022,804023,9,19286,206,5,0.0,0.0,2018-02-03 05:16:39.770,9HT4F71GZCXLR3BQ9S7O
3025210,3025211,19,7678,437,2,0.0,0.0,2018-02-03 06:14:46.560,GNSHD1D17KWPC5XPQ65Y
1682053,1682054,16,21309,249,6,0.0,0.0,2018-02-03 07:00:23.090,FNH0BYN6E50GPNR1GQFJ
6274320,6274321,15,16316,445,5,0.0,0.0,2018-02-03 07:32:57.170,2M8TCWJX7S105LNSNXJS
5129340,5129341,17,30720,316,8,0.0,0.0,2018-02-03 08:03:25.890,SB3TQ808A0NJWUB8FZGS
5751294,5751295,13,26278,161,7,0.2,0.0,2018-02-03 09:49:36.010,7SB8H77C52FK2050R085
97018,97019,6,42808,320,11,0.0,0.0,2018-02-03 16:20:16.350,QIYX65HR0V0ZK09LEN93
3347059,3347060,3,86958,254,23,0.0,0.0,2018-02-03 17:06:29.060,CIMESKZD0KJ3MEDBEWPM
4313203,4313204,1,75362,397,20,0.0,0.0,2018-02-03 17:35:35.310,NAW3N89LID3JSZP075RM
851035,851036,15,20897,262,6,0.2,0.0,2018-02-03 20:22:19.490,8RZJ3HE4EGPFNKVOHNGS
5666985,5666986,15,7672,340,2,0.0,0.0,2018-02-03 23:13:10.540,0HN3AIU99HGZY60SH93N
889504,889505,9,80920,216,21,0.0,0.0,2018-02-04 01:04:00.330,MSZTBJ62ZO1AQPCLMHDN
5974655,5974656,9,1933,12,1,0.0,0.0,2018-02-04 05:14:23.970,DIO1UNWZ8TBWZ9HCJXLK
2489349,2489350,11,82106,390,21,0.0,0.0,2018-02-04 09:49:20.410,BWF9LFKC4UWW083CTD87
5488580,5488581,23,7617,88,2,0.2,0.0,2018-02-04 10:01:31.490,KGKUE29FR6EJEES8TM57
4972233,4972234,15,90873,372,24,0.0,0.0,2018-02-04 10:15:08.670,HFN2DMRFQX7JFU37UMVI
4574366,4574367,4,6284,434,2,0.0,0.0,2018-02-04 12:33:10.460,C5TQKQUQHBH03HSNP0JO
1855780,1855781,9,53825,369,14,0.0,0.0,2018-02-04 13:49:37.480,LZ1KXMJSUKS9EKC4ANPL
4457500,4457501,10,29593,272,8,0.2,0.0,2018-02-04 19:29:53.480,Y3Z0NW9KAYPFEJP2JDBC
1471079,1471080,16,92769,161,24,0.0,0.0,2018-02-04 21:39:30.790,31Q67PO1CFC139M8I30J
6031467,6031468,5,30082,207,8,0.2,0.0,2018-02-05 02:44:28.310,1AQUKGD3R7AW04XJ2EAN
208521,208522,4,27453,428,7,0.2,0.0,2018-02-05 05:06:33.830,YCW2HO14N7CUX19EDSTV
740231,740232,2,35131,121,9,0.1,0.0,2018-02-05 07:01:45.190,60P7EXCKFXNOU0CPZOPH
1527763,1527764,13,9008,399,3,0.0,0.0,2018-02-05 15:02:13.420,QFSEE7KJ4ZI732F9CRO6
51958,51959,7,22946,283,6,0.0,0.0,2018-02-05 15:06:38.840,XZTU7APP2L97KXAPYC0A
3007205,3007206,1,76133,393,20,0.0,0.0,2018-02-05 15:11:44.740,IYWQMCY3W7243C1I3H3O
3021877,3021878,21,83458,116,22,0.0,0.0,2018-02-05 19:14:33.260,XGWE3JLE58635E7MZGCZ
1115639,1115640,16,58924,444,15,0.0,0.0,2018-02-05 21:39:08.650,3IIIDKAK5D8J539LQA2Q
1764558,1764559,23,27253,107,7,0.0,0.0,2018-02-06 07:55:17.630,6WHPWM13T38K01LQUTF7
2856222,2856223,15,95385,441,25,0.0,0.0,2018-02-06 08:28:24.820,JDFYG52DWDTCWZALI4EJ
5982783,5982784,8,59620,235,16,0.0,0.0,2018-02-06 11:47:16.640,39GDYM8UNQ8PFK2BZD3Y
6650615,6650616,11,73859,86,19,0.1,0.0,2018-02-06 12:52:19.730,AXLEQ5NA1ODT9V59MAMV
3528180,3528181,19,15571,80,4,0.0,0.0,2018-02-07 02:22:12.260,QGPZU2LA3IBSVEQCTY4S
349472,349473,7,90822,393,23,0.0,0.0,2018-02-07 03:27:06.280,PGR69EKXWVA5OH3Y0AP3
3747990,3747991,11,54125,96,14,0.0,0.0,2018-02-07 04:42:36.570,FAGCQKHSJPJDWEQV4P53
4099775,4099776,2,55961,149,15,0.0,0.0,2018-02-07 04:48:01.110,W8UB6QXT2MB1DI0BSIKT
5538581,5538582,6,55259,245,14,0.0,0.0,2018-02-07 10:00:15.280,Y6T39SLS1050H6U6E66S
4932240,4932241,20,16544,307,5,0.0,0.0,2018-02-07 15:05:29.630,8HDDEBE6RP8XYLVUZ0JR
3862555,3862556,12,63716,382,17,0.0,0.0,2018-02-07 16:46:10.870,YTF231EU0KTFNE2PGO7E
3255332,3255333,1,22002,24,6,0.0,0.0,2018-02-07 20:52:49.470,RC5BXFWZ2HVNWWDRJKCR
2430422,2430423,4,94188,305,24,0.1,0.0,2018-02-07 21:20:03.940,USOARDSIBH1YI2DYRCFS
951411,951412,14,63768,338,17,0.0,0.0,2018-02-08 01:39:54.830,LC3CQQD5UI1MEG6RKX3M
6004535,6004536,15,91118,396,24,0.0,0.0,2018-02-08 02:08:21.880,M84MPMCJEE7FYLX8XWRA
5834997,5834998,6,91223,202,24,0.0,0.0,2018-02-08 02:39:32.790,R3KIQ7II0SY4UWQGIZIH
3015485,3015486,7,63074,83,16,0.0,0.0,2018-02-08 06:22:16.220,GV51NDEYOW6OVLHOTCOP
501630,501631,2,35197,366,9,0.0,0.0,2018-02-08 06:53:40.650,TE0OPNMOKW88VNU8X8Z7
4022688,4022689,5,84693,163,22,0.0,0.0,2018-02-08 09:49:48.700,MA62DQK79JJMR5LH87H2
211468,211469,8,41635,244,11,0.0,0.0,2018-02-08 12:55:34.850,6PMGDBNZKSO2MGAOUNHD
1586264,1586265,8,16112,178,5,0.0,0.0,2018-02-08 17:55:58.450,RQIV05OFJYQSMU2WJUVE
854976,854977,7,83649,100,22,0.0,0.0,2018-02-08 23:51:01.270,A9CK87C95HU4B329QA3E
285856,285857,20,34045,268,9,0.0,0.0,2018-02-09 00:44:48.740,2K321982E0URMYQKDA09
2383281,2383282,7,89765,143,23,0.0,0.0,2018-02-09 01:10:45.280,LA9TO8TGTVJNG50UNREX
4236712,4236713,2,91326,320,24,0.0,0.0,2018-02-09 03:51:01.230,FOK7GG1YZK65EV788O3W
5244617,5244618,3,5433,427,2,0.0,0.0,2018-02-09 07:20:51.930,8RNRXPOCRGJ9HT0VAOIZ
3323119,3323120,13,45151,367,12,0.1,0.0,2018-02-09 17:35:07.820,ML8MLFE6JA22JHZLE1QN
4824491,4824492,18,96181,356,25,0.0,0.0,2018-02-09 19:00:27.360,AKPHYIFOGB6LEODJ56J8
1947747,1947748,6,34569,9,9,0.0,0.0,2018-02-09 21:57:57.150,JH7TMK8TO5CGLUK6L21Q
4449799,4449800,7,85328,320,22,0.0,0.0,2018-02-09 23:32:00.530,YM3LVG7W380RWF45Q0YZ
2148556,2148557,18,43741,447,12,0.1,0.0,2018-02-10 02:24:34.890,1ME50IGRUVF87CF4BU3T
3248424,3248425,4,96907,328,25,0.0,0.0,2018-02-10 04:56:28.050,YD0UJQF0SRRVBW7K7GTY
5986761,5986762,1,87648,297,23,0.0,0.0,2018-02-10 05:09:17.240,MNQPHUGNSZBYLQVA3E9G
489837,489838,19,87991,250,23,0.0,0.0,2018-02-10 07:21:45.670,3DKY4ZJB18CX3OSZP2G0
1969423,1969424,5,62844,362,16,0.1,0.0,2018-02-10 09:18:59.020,Z5X4V9BL45PDFAVLD6O7
1027682,1027683,7,87261,363,23,0.2,0.0,2018-02-10 19:51:13.000,7TEKC0TVRBZLLIJ0DQ40
1950705,1950706,5,51627,243,14,0.0,0.0,2018-02-11 02:40:58.750,O3IUFYIOWF0CUKXGT3QI
6586655,6586656,22,42286,67,11,0.0,0.0,2018-02-11 03:45:47.320,BFOZ264FG13X0L5J622X
5021687,5021688,10,51563,78,14,0.0,0.0,2018-02-11 05:51:00.040,8CR12ITH9X2VJ3ZPK373
134722,134723,12,27123,416,7,0.0,0.0,2018-02-11 07:12:10.340,T91C2IVY02LE948WJMJA
5719772,5719773,13,37831,278,10,0.2,0.0,2018-02-11 09:00:48.160,6XWBXHNXQ8MBABP4ENYN
188055,188056,18,66933,19,17,0.0,0.0,2018-02-11 12:19:36.560,OSB89XN3ZF3406JA1LNQ
5076449,5076450,9,89989,111,23,0.1,0.0,2018-02-11 17:04:07.540,R3YLZ5GJ8S7U5BKK1ELT
3397956,3397957,13,15852,28,5,0.0,0.0,2018-02-11 18:13:08.510,OACH1PUYI4AI6LFLUTJX
6230500,6230501,23,9631,337,3,0.1,0.0,2018-02-12 00:28:41.650,Q332PU0BEFNF76MAXSCP
4794118,4794119,22,43094,71,11,0.0,0.0,2018-02-12 00:34:19.300,CBD093GUQG51158QH69E
1217225,1217226,5,57347,63,15,0.0,0.0,2018-02-12 02:42:26.450,AG811YPRAY14X1TB7JQF
3160864,3160865,20,16289,290,5,0.1,0.0,2018-02-12 05:18:18.560,8QNZN1Q4HH78I60P5WG3
3342320,3342321,2,49373,290,13,0.0,0.0,2018-02-12 05:31:01.870,ILLKPHHYS0Q9JOBGBMGH
1538703,1538704,12,77978,318,20,0.0,0.0,2018-02-12 08:16:39.030,214VPLPYQLZKTPSBZRUS
6403747,6403748,9,54770,369,14,0.0,0.0,2018-02-12 08:34:04.110,1A72H7BFASM8QJUZRAKP
3294449,3294450,1,85713,69,22,0.0,0.0,2018-02-12 13:06:40.890,R72OAVVIAGN3PZG273RF
338040,338041,11,91580,58,24,0.0,0.0,2018-02-12 13:38:49.550,N0T3T4TX27QBQJ45WE5Z
5775833,5775834,18,85741,246,22,0.1,0.0,2018-02-12 14:21:41.520,E2K2P3U2ZDZVYCUAARQQ
925007,925008,19,20038,351,6,0.0,0.0,2018-02-12 15:02:17.350,2R22KLDAR3QJRBMB98AP
609987,609988,21,10390,422,3,0.0,0.0,2018-02-12 18:39:12.760,3NK2C7QE4VAQ2RLYXDHZ
1673254,1673255,4,47932,438,13,0.2,0.0,2018-02-12 22:10:24.810,XO6KNGI3MV1308X0PBLW
5267861,5267862,23,38154,240,10,0.2,0.0,2018-02-13 01:52:01.210,6CN4NKW58C9X9539Q02B
994981,994982,22,7160,127,2,0.0,0.0,2018-02-13 02:13:29.920,06JXF0Y8MMZKF0RJA4CM
3623281,3623282,1,75640,170,20,0.1,0.0,2018-02-13 08:39:49.280,DCYKIH46FDG6EL80AQ6T
1101790,1101791,4,9499,9,3,0.0,0.0,2018-02-13 10:03:01.340,CNK67XCRULERTZ6XCSLD
2963794,2963795,8,23886,266,7,0.0,0.0,2018-02-13 10:35:21.600,F5QNIZN6D8JPIYBUZLIB
214672,214673,8,54786,410,14,0.0,0.0,2018-02-13 11:02:07.950,0ICPUSANAVRPDAB8WYRR
3882151,3882152,21,183,300,1,0.2,0.0,2018-02-13 15:03:10.370,9SG1RQ5ONM74YF1DF9NV
3392199,3392200,15,33200,417,9,0.0,0.0,2018-02-13 16:14:01.800,7SD8J2GH2OMYTL172BX3
2648176,2648177,16,23663,34,6,0.2,0.0,2018-02-13 20:21:14.720,X2U9EF6JXDESRON5UWZ3
3104826,3104827,10,19845,165,6,0.0,0.0,2018-02-13 23:44:03.460,3TGP4GN3KG31WFYCPGU1
2206625,2206626,16,13182,142,4,0.0,0.0,2018-02-14 00:32:14.490,LVDKN98GDZWN4JOG3ITC
4008204,4008205,19,8261,3,3,0.0,0.0,2018-02-14 00:57:49.890,5TJ7NV477Y64N3TVHVRA
4484963,4484964,13,18590,70,5,0.2,0.0,2018-02-14 06:05:55.010,UI8X0K93SQ752NTCKTJL
3795347,3795348,21,20311,296,6,0.0,0.0,2018-02-14 07:11:11.030,TR411V5QS7IB4O6G0YGS
4736974,4736975,18,80797,176,21,0.0,0.0,2018-02-14 07:22:07.360,ZESQCTO0VAVXPABG9L0B
6199239,6199240,16,13995,146,4,0.0,0.0,2018-02-14 08:05:57.890,84PJ52O1CK4LSW2IEVOF
5770598,5770599,11,40848,172,11,0.0,0.0,2018-02-14 09:25:48.670,OG5VVCKNRG5EG7KT3GFC
753800,753801,19,52882,299,14,0.1,0.0,2018-02-14 15:41:01.800,QTVT58RCD43QFO1ZV3WP
2293168,2293169,19,34199,67,9,0.0,0.0,2018-02-14 23:19:06.580,ZMPNP4HP2TYJEU2PO4WA
811663,811664,21,76007,263,20,0.0,0.0,2018-02-15 00:24:04.070,37OGC5WDJSWAYO50C1V5
5206238,5206239,15,68267,127,18,0.0,0.0,2018-02-15 01:34:05.870,RP80K1AVL81GWYJQGJE5
5856984,5856985,7,6634,335,2,0.2,0.0,2018-02-15 01:46:02.840,BZZECT781S65HD6L777S
481535,481536,15,44305,88,12,0.0,0.0,2018-02-15 03:36:21.320,KK8KI3P33945A31B1YLW
699766,699767,15,69252,373,18,0.0,0.0,2018-02-15 07:41:38.000,EM3U695SAGKVKTRJO6Z4
105028,105029,9,25452,41,7,0.0,0.0,2018-02-15 08:51:03.360,ET6OEMPD3027T2TXYYQ7
3330772,3330773,8,81359,266,21,0.0,0.0,2018-02-15 09:48:11.380,KKBBWANFASX7YGW7T5KW
414858,414859,8,70316,362,18,0.0,0.0,2018-02-15 10:16:43.190,595D0W26ARQLAOZCQZAF
3621104,3621105,5,45832,402,12,0.0,0.0,2018-02-15 18:19:09.880,05MBCPU0MESZIE007N7C
2108232,2108233,20,65289,400,17,0.0,0.0,2018-02-15 19:23:56.020,KT3Q7V9GWUSIB30MYYPA
4234146,4234147,16,18557,419,5,0.1,0.0,2018-02-15 20:13:54.650,9MPX884UC8FRLCPCWH1X
1333238,1333239,23,19503,8,5,0.0,0.0,2018-02-15 20:16:38.160,KZKZMTS34ZJV0ZOHE0JZ
2888948,2888949,11,64742,217,17,0.0,0.0,2018-02-15 23:01:04.620,5UF6IB63KBM71YCT4VRF
2029416,2029417,4,81566,140,21,0.0,0.0,2018-02-16 06:22:52.380,F3KIIM8VIKXSRI9AP4AN
5194071,5194072,6,77357,265,20,0.0,0.0,2018-02-16 15:32:35.610,7F41RTJ1B2V13U0HPTBY
1899504,1899505,9,55302,148,14,0.0,0.0,2018-02-16 16:55:30.390,CB6RKKHZVJ5OUE9W7OEY
2320996,2320997,7,1725,279,1,0.2,0.0,2018-02-16 18:15:49.610,VOS9JWGX50XCTGZX84YU
3696146,3696147,10,87497,44,23,0.0,0.0,2018-02-16 18:56:45.010,2SDP4KET7031PIC8ZCA4
879965,879966,15,76079,225,20,0.0,0.0,2018-02-16 18:58:28.260,R9PB8IRHKB153S6PJX1I
3927718,3927719,9,57989,424,15,0.0,0.0,2018-02-17 04:49:31.200,BVWB9P11C17YELFFKRQ3
4233087,4233088,21,4862,118,2,0.0,0.0,2018-02-17 06:20:01.470,AZLXO33OUMLCJWFISVDF
18075,18076,16,75057,162,19,0.0,0.0,2018-02-17 07:40:55.190,5KUXJXMFXDA5UOFKYRRM
4819872,4819873,12,8343,214,3,0.2,0.0,2018-02-17 09:35:22.550,JWIRIPLWFD9IO481WPF1
1538212,1538213,7,62016,80,16,0.0,0.0,2018-02-17 10:53:11.870,39J2DKYA9E4JJ7BQ06OD
